Estacao,Data,Precipitacao,Umidade,Insolacao,Nebulosidade,TempMaxima,TempMinima,DiaMes,Temp1,Temp2,Temp3,Temp4,Temp5,Temp6,condicao1,condicao2,condicao3,condicao4,condicao5,condicao6,DataEnergia,Energia
83936,20/1/2019,2,81.75,6, 8.33333,27,19,201,20,21,22,22,23,25,8,8,8,8,8,8,20.01.2019,11.1
83936,21/1/2019,0,81.75,7.6,6,28.8,20.4,211,22,22,23,25,26,27,7,7,8,8,8,8,21.01.2019,12.45
83936,22/1/2019,0,80.5,11.6, 2.66667,32.2,19.4,221,22,23,25,27,30,31,8,8,0,0,0,5,22.01.2019,17.53
83936,23/1/2019,0,84.5,1.4, 6.66667,31.4,22.4,231,25,27,27,27,30,31,0,0,0,0,0,5,23.01.2019,11.17
83936,24/1/2019,0.8,77.5,9.1,8,31.2,23.2,241,23,25,27,28,30,31,8,8,8,8,8,8,24.01.2019,15.7
83936,25/1/2019,0,75.25,12.1, 3.33333,31.6,22.6,251,25,26,27,27,28,30,0,0,0,0,0,5,25.01.2019,18.47
83936,26/1/2019,0,75.75,9.7, 6.66667,34,22,261,25,27,30,31,32,32,0,0,0,0,0,0,26.01.2019,15.39
83936,27/1/2019,0,73,9.5, 3.33333,35.6,23,271,27,28,31,32,32,35,0,0,0,0,0,5,27.01.2019,16.75
83936,28/1/2019,0,63.25,11.8,2,34.4,24.8,281,28,31,32,32,33,35,0,0,0,0,0,5,28.01.2019,18.56
83936,29/1/2019,0,63.75,12.2, 3.33333,35.8,24.8,291,30,32,33,33,35,35,0,0,0,0,5,0,29.01.2019,17.71
83936,30/1/2019,0,64.75,8.8, 4.66667,36,24.8,301,31,32,32,32,33,35,0,0,0,0,0,5,30.01.2019,16.01
83936,31/1/2019,0,84.5,6.9, 3.66667,35,23.8,311,27,31,32,32,33,33,0,0,0,0,5,5,31.01.2019,12.44
83936,1/2/2019,3.8,78.25,7.3,9,32.2,22.1,12,27,32,30,30,31,32,0,5,8,8,8,8,01.02.2019,12.93
83936,2/2/2019,0,75.75,1.9,9,30.4,23.2,22,25,26,27,27,28,30,8,8,8,5,8,8,02.02.2019,11.09
83936,3/2/2019,0,75.25,4.8, 8.66667,26.4,19.6,32,20,22,22,22,25,23,8,5,8,8,8,8,03.02.2019,12.9
83936,4/2/2019,0,70.5,11.5,6,27,17.8,42,20,21,22,23,25,26,5,8,8,8,8,8,04.02.2019,14.15
83936,5/2/2019,0,71,10.4, 3.33333,27.8,17.2,52,17,22,25,26,26,27,8,5,5,5,5,5,05.02.2019,18.05
83936,6/2/2019,0,72,12, 3.33333,30.4,17.2,62,20,21,23,26,27,28,0,0,0,0,0,5,06.02.2019,15.92
83936,7/2/2019,0,72.75,10,3,32,19.2,72,21,22,25,27,28,30,8,5,0,0,0,0,07.02.2019,16.49
83936,8/2/2019,0,72.75,9.1, 6.33333,33,20,82,22,25,28,31,31,32,5,0,0,0,0,5,08.02.2019,14.17
83936,9/2/2019,0,70.25,8.4, 6.66667,37,20.8,92,23,27,30,32,36,36,0,0,0,0,0,5,09.02.2019,15.26
83936,10/2/2019,3.1,80.5,3.1, 8.33333,31.2,22,102,22,22,23,27,28,31,7,14,8,0,0,5,10.02.2019,9.42
83936,11/2/2019,0.3,83,4, 4.33333,33.4,21.4,112,27,30,32,32,32,32,5,0,5,5,5,5,11.02.2019,9.93
83936,12/2/2019,22.8,73.25,3.5, 9.66667,24.8,18.8,122,21,22,22,21,21,22,7,8,7,7,7,8,12.02.2019,6.1
83936,13/2/2019,0,75,11.1,3,25.6,13.8,132,17,18,20,22,23,23,8,0,0,8,8,8,13.02.2019,17.69
83936,14/2/2019,0,82.5,9.4,4,29.6,16.4,142,18,21,22,27,28,28,0,0,0,5,5,0,14.02.2019,15.66
83936,15/2/2019,17.4,95,0,10,24.6,18.6,152,18,18,20,20,21,22,14,14,7,7,7,7,15.02.2019,4.15
83936,16/2/2019,20.1,81.5,8.7,8,29,19.6,162,21,22,23,26,27,27,8,8,8,8,8,8,16.02.2019,15.4
83936,17/2/2019,1,78,11, 2.33333,28.6,19.2,172,22,25,26,27,27,27,5,0,0,0,5,8,17.02.2019,17.65
83936,18/2/2019,0,80.25,11.3,3,30.8,19.6,182,23,26,27,27,28,30,0,0,5,5,8,8,18.02.2019,16.01
83936,19/2/2019,0,78.25,11.5, 3.33333,32.6,20,192,26,27,28,28,30,31,5,8,0,5,5,8,19.02.2019,17.36
83936,20/2/2019,0,75.25,11.3, 1.33333,33,21.4,202,27,28,30,31,32,32,0,0,0,5,0,0,20.02.2019,17.52
83936,21/2/2019,0,71,11.2,0,34.2,19.8,212,25,27,30,31,32,33,0,0,0,0,0,0,21.02.2019,17.86
83936,22/2/2019,0,73.5,11.1, 0.666667,34,19.4,222,26,28,30,32,32,32,0,0,0,0,0,0,22.02.2019,17.39
83936,23/2/2019,0,69.25,10.5, 3.66667,36.4,22.2,232,30,32,33,35,36,36,0,0,0,5,5,5,23.02.2019,16.01
83936,24/2/2019,13.5,77.25,3.4, 5.66667,31.4,22.4,242,27,26,23,25,25,23,8,8,8,5,8,8,24.02.2019,5.77
83936,25/2/2019,1.4,94.5,0, 9.33333,23.2,19,252,18,20,20,20,21,21,8,7,7,7,7,8,25.02.2019,2.48
83936,26/2/2019,0,77.75,8.1,8,26.6,18.4,262,20,21,22,22,23,26,8,8,8,8,8,8,26.02.2019,14.22
83936,27/2/2019,0,76,10.5, 2.33333,26,14.4,272,17,20,22,22,23,25,5,5,0,5,5,5,27.02.2019,18.19
83936,28/2/2019,0,74.5,11, 0.333333,27.6,12.6,282,18,22,23,25,26,26,0,0,0,0,0,0,28.02.2019,19.02
83936,1/3/2019,0,74.5,11.2,0,29.2,13.4,13,20,23,26,27,27,28,0,0,0,0,0,0,01.03.2019,18.5
83936,2/3/2019,0,67.25,11.1,0,32,14.4,23,23,27,28,28,31,31,0,0,0,0,0,0,02.03.2019,18.41
83936,3/3/2019,0,76.5,10.8,1,31.2,17.8,33,22,23,26,27,28,30,0,0,0,0,0,0,03.03.2019,17.34
83936,4/3/2019,0,69,10.8,2,36.2,18.6,43,27,28,31,32,33,33,0,0,0,0,0,5,04.03.2019,17.58
83936,5/3/2019,0.7,70.75,6.6, 6.66667,33,23.2,53,30,30,31,32,32,30,5,5,5,0,0,23,05.03.2019,12.84
83936,6/3/2019,0,82.75,2.4, 9.66667,31.4,22.4,63,22,25,26,27,30,28,8,8,5,5,5,5,06.03.2019,9.24
83936,7/3/2019,0,71,6.5,6,33.6,21.8,73,27,28,31,32,32,32,0,0,0,0,8,8,07.03.2019,14.21
83936,8/3/2019,3.6,93,0.7, 9.33333,26.4,21.4,83,23,26,25,25,23,22,8,8,8,8,14,16,08.03.2019,3.03
83936,9/3/2019,32.7,85.75,0,10,22,17.8,93,18,20,20,20,21,22,7,7,7,7,7,7,09.03.2019,3.7
83936,10/3/2019,0,68,9.2, 7.33333,25.2,15,103,18,20,22,23,25,25,5,8,8,8,8,8,10.03.2019,13.42
83936,11/3/2019,0.5,77.25,9.8, 4.66667,27,15.4,113,20,22,23,25,26,26,0,0,0,0,5,8,11.03.2019,16.54
83936,12/3/2019,22.8,95.5,0.2, 9.33333,25,19.4,123,20,21,22,23,25,22,8,14,8,8,8,16,12.03.2019,3.3
83936,13/3/2019,0,79.25,7.9, 8.66667,28.2,20,133,22,22,23,25,27,26,8,5,8,8,8,8,13.03.2019,13.01
83936,14/3/2019,0,81.75,10.7, 1.33333,27.4,16,143,21,22,23,25,26,26,0,0,5,5,8,8,14.03.2019,15.54
83936,15/3/2019,0,81,10.8,1,28.2,14.8,153,21,22,25,26,27,27,0,0,0,0,5,5,15.03.2019,17.35
83936,16/3/2019,0,81.5,5.6, 5.66667,29.6,19.2,163,21,22,26,27,28,30,8,5,0,0,5,0,16.03.2019,12.22
83936,17/3/2019,59.6,96.75,0,10,24.8,21,173,22,22,22,22,22,22,16,14,7,7,7,10,17.03.2019,4.47
83936,18/3/2019,9.8,87.75,5.9,9,29.2,21.2,183,21,22,22,25,26,27,15,14,14,8,8,8,18.03.2019,9.66
83936,19/3/2019,3.9,79,6.5,6,30,19.6,193,22,25,27,27,27,27,8,8,8,8,8,8,19.03.2019,12.52
83936,20/3/2019,2.7,79.25,4.6,10,24.2,16.8,203,17,18,21,22,22,22,8,8,8,8,8,8,20.03.2019,9.38
83936,21/3/2019,0,76.25,10.5, 2.66667,22.6,12,213,16,17,18,21,22,22,0,0,5,0,0,0,21.03.2019,17.62
83936,22/3/2019,0,78.25,10.3, 2.33333,26,11,223,16,18,22,22,22,23,0,0,0,0,0,0,22.03.2019,15.9
83936,23/3/2019,0,79.25,7.8, 3.66667,27.2,13.2,233,17,17,20,22,25,25,3,25,8,5,5,5,23.03.2019,16.79
83936,24/3/2019,0,74.25,10.5,2,29.6,14.2,243,18,22,25,26,27,27,0,0,0,0,5,5,24.03.2019,16
83936,25/3/2019,0,67.5,10.5,1,24.8,12.6,253,17,18,21,21,22,22,0,0,0,0,0,0,25.03.2019,17.09
83936,26/3/2019,0,78,9.5, 2.66667,24.2,11,263,17,18,21,22,22,22,0,0,0,5,8,8,26.03.2019,14.82
83936,27/3/2019,0,78.25,5, 5.66667,25,16,273,17,18,21,22,23,25,14,8,8,8,8,8,27.03.2019,8.95
83936,28/3/2019,0,76.25,8.4, 3.66667,26.8,17.6,283,21,22,22,23,25,27,5,8,8,8,8,8,28.03.2019,14.37
83936,29/3/2019,0,77.5,9, 5.33333,29.4,17.8,293,21,22,25,26,27,27,0,0,0,0,0,0,29.03.2019,12.45
83936,30/3/2019,0,71.75,6.7, 3.33333,32.6,18,303,26,27,30,31,32,32,0,0,0,0,5,5,30.03.2019,12.27
83936,31/3/2019,0,86,3.2,10,30,20.8,313,22,23,25,26,27,27,8,8,8,8,8,0,31.03.2019,8.07
83936,1/4/2019,0,78.75,10.2, 3.66667,30.8,20,14,18,21,22,23,26,27,3,3,0,0,0,0,01.04.2019,13.87
83936,2/4/2019,0,78.5,7.6, 4.66667,33.8,20.6,24,21,25,27,30,32,32,3,0,0,0,0,0,02.04.2019,11.45
83936,3/4/2019,0,82.25,6.2, 6.66667,32.6,22.8,34,25,26,26,27,28,30,8,8,8,8,0,0,03.04.2019,9.99
83936,4/4/2019,108.6,95,1, 8.66667,29.2,22.4,44,25,27,28,27,28,26,8,8,8,20,20,24,04.04.2019,3.85
83936,5/4/2019,0,82.5,0.7, 9.66667,23.6,17.2,54,17,17,17,18,21,22,8,7,7,8,8,8,05.04.2019,5.02
83936,6/4/2019,0,81.5,2.1, 8.66667,24,17,64,17,18,20,21,22,22,8,8,8,8,8,8,06.04.2019,9.07
83936,7/4/2019,1.6,86.75,0.8,9,23.8,18.8,74,20,21,22,22,23,23,14,8,8,8,8,8,07.04.2019,6.99
83936,8/4/2019,0,80,10.1, 5.66667,25.6,15.2,84,20,21,22,23,23,25,5,8,8,8,8,5,08.04.2019,13.6
83936,9/4/2019,0,82.5,8.3, 3.33333,25.4,13.8,94,15,17,21,22,23,25,3,5,0,0,0,0,09.04.2019,13.58
83936,10/4/2019,0,77,10.2, 0.666667,30,15,104,20,22,25,27,27,27,0,0,0,0,0,0,10.04.2019,14.12
83936,11/4/2019,0,81.25,4.9, 6.66667,28.8,17.2,114,21,25,26,28,27,27,5,0,0,5,8,8,11.04.2019,9.11
83936,12/4/2019,0.5,88.5,5.5, 4.66667,26.8,14.8,124,17,18,20,22,22,25,8,8,8,8,8,8,12.04.2019,8.45
83936,13/4/2019,0,88.5,6.6,6,28.8,17.2,134,21,21,22,23,26,27,8,7,8,5,5,5,13.04.2019,8.95
83936,14/4/2019,0,88,5.2,6,31,19.4,144,20,21,25,27,30,28,3,8,0,0,0,0,14.04.2019,9.77
83936,15/4/2019,0,79.25,5.8, 4.66667,27.8,17,154,21,23,26,27,27,27,0,0,0,0,0,0,15.04.2019,10.77
83936,16/4/2019,27,87.25,0,10,21,18,164,17,18,18,20,20,20,14,10,7,7,10,14,16.04.2019,2.8
83936,17/4/2019,0.5,84.5,7.7,8,24.4,15,174,17,20,21,21,22,22,8,8,8,8,8,8,17.04.2019,10.4
83936,18/4/2019,0,86.5,7.2, 6.33333,25.2,12.8,184,16,17,21,22,23,26,3,3,5,5,5,5,18.04.2019,12.79
83936,19/4/2019,0,84,9.7, 6.66667,29.2,13.6,194,18,22,25,27,27,27,0,0,0,0,0,0,19.04.2019,12.53
83936,20/4/2019,0,85.75,1.2, 6.66667,26.8,17.2,204,20,21,22,22,25,25,0,8,8,8,8,0,20.04.2019,5.07
83936,21/4/2019,0,90.5,0,10,23,19.2,214,20,20,20,21,22,22,7,7,7,7,7,7,21.04.2019,2.39
83936,22/4/2019,0,81,6.3, 6.66667,22.6,15.6,224,17,18,17,20,21,22,5,8,8,8,8,8,22.04.2019,10.96
83936,23/4/2019,0,84.25,6.5, 5.33333,24.4,16.2,234,17,18,22,23,23,23,5,5,0,0,8,8,23.04.2019,10.47
83936,24/4/2019,0,84.75,6.3, 6.66667,27.4,18.6,244,21,22,22,26,27,27,0,0,0,0,0,0,24.04.2019,10.98
83936,25/4/2019,2.7,94.25,0.2,10,22,20,254,20,21,21,21,22,22,14,7,8,7,7,7,25.04.2019,1.7
83936,26/4/2019,14.5,93.25,1.9,10,27,20.6,264,21,22,26,27,26,26,8,8,5,5,8,8,26.04.2019,5.91
83936,27/4/2019,46,95.75,0,10,22.4,19.6,274,20,20,21,21,21,22,14,14,14,14,14,8,27.04.2019,1.29
83936,28/4/2019,9,89,6.5, 7.66667,24.4,16.8,284,18,20,20,21,22,22,8,8,8,8,8,8,28.04.2019,8.46
83936,29/4/2019,0,90,8.1, 4.66667,25.4,12.4,294,15,17,20,22,22,23,3,2,5,5,5,5,29.04.2019,11.65
83936,30/4/2019,0,84.5,5.1,5,23.8,13.6,304,16,17,20,22,22,23,3,7,5,0,0,5,30.04.2019,9.91
83936,1/5/2019,3.1,87.75,7.3, 8.66667,24,16.4,15,17,18,20,20,21,22,8,8,8,8,8,5,01.05.2019,8.36
83936,2/5/2019,0,84.25,7.7, 3.33333,28.2,11.8,25,17,22,23,25,26,27,2,0,0,0,0,5,02.05.2019,11.55
83936,3/5/2019,0,94.25,1.1, 6.33333,28,18.2,35,25,27,27,25,22,26,8,8,8,22,15,8,03.05.2019,5.05
83936,4/5/2019,47.2,88.25,2.9, 9.66667,32,21.8,45,22,23,27,28,30,31,8,8,5,5,0,0,04.05.2019,7.06
83936,5/5/2019,0.3,95.25,0, 6.66667,25.6,21.8,55,22,23,25,25,25,23,0,0,0,5,14,14,05.05.2019,2.7
83936,6/5/2019,20.3,92.5,0.4, 9.66667,24.2,19.2,65,21,21,21,21,23,22,8,8,7,14,8,8,06.05.2019,1.9
83936,7/5/2019,2.8,82.75,2.2,10,21,16.6,75,17,17,17,18,20,20,7,7,7,7,8,8,07.05.2019,5.17
83936,8/5/2019,0,87.75,5.5, 6.66667,22,13.6,85,16,18,20,21,22,22,5,0,0,5,5,0,08.05.2019,9.2
83936,9/5/2019,20.5,93.5,0.6,10,25,17.2,95,17,18,21,22,23,25,3,8,5,0,5,5,09.05.2019,4.91
83936,10/5/2019,36,95,0,10,26.2,19.8,105,21,20,20,20,20,20,7,7,7,7,7,7,10.05.2019,2.15
83936,11/5/2019,5.1,87.5,5.4, 9.33333,25.6,15,115,16,16,17,17,20,20,10,8,8,8,8,5,11.05.2019,5.09
83936,12/5/2019,0,91.75,1.5, 8.66667,18.4,10,125,12,13,16,16,17,17,2,7,8,8,8,8,12.05.2019,4.33
83936,13/5/2019,21.4,98,0, 9.33333,16.6,13.6,135,15,16,16,16,17,17,14,14,11,11,11,14,13.05.2019,2.03
83936,14/5/2019,10.6,86.5,5.2, 7.33333,22.4,12.6,145,13,15,16,17,17,18,8,8,7,8,8,8,14.05.2019,6.33
83936,15/5/2019,1.6,90.5,3.1,9,21,15.8,155,16,17,17,17,18,20,7,8,10,10,8,8,15.05.2019,4.35
83936,16/5/2019,0,85,8.1, 5.66667,23.2,16.4,165,17,20,21,22,22,22,5,5,5,8,8,8,16.05.2019,8.38
83936,17/5/2019,0,87,9.1,0,22.6,13,175,15,17,20,21,22,22,2,0,0,0,0,0,17.05.2019,10.29
83936,18/5/2019,0,87,7.3, 3.66667,29.4,15,185,17,21,22,22,25,26,0,0,0,0,0,0,18.05.2019,9.49
83936,19/5/2019,0,85,5.7, 6.66667,20.4,16.8,195,21,22,23,26,26,26,0,0,0,0,0,0,19.05.2019,8.59
83936,20/5/2019,29.4,90.75,4.3, 8.66667,24.8,15.8,205,17,17,18,20,22,23,3,3,8,8,0,8,20.05.2019,6.96
83936,21/5/2019,0.2,89,0.3, 9.33333,22.6,18.2,215,20,20,21,22,22,22,8,8,8,8,8,8,21.05.2019,3.19
83936,22/5/2019,10.7,96.75,0, 9.33333,19.8,17.8,225,18,18,20,20,20,20,10,7,7,10,10,10,22.05.2019,1.45
83936,23/5/2019,17.6,87.5,1.8,10,20,15.4,235,16,17,17,18,20,18,7,8,8,8,8,8,23.05.2019,6.45
83936,24/5/2019,7,94,0.1, 9.33333,17.4,13.6,245,13,13,13,13,13,15,16,14,14,14,14,10,24.05.2019,3
83936,25/5/2019,0,89.75,7.5,6,20.6,8.4,255,12,15,17,17,18,20,0,0,0,5,8,8,25.05.2019,10.19
83936,26/5/2019,0,90.75,6.5, 8.66667,22.2,10.2,265,13,16,18,20,20,22,0,0,0,0,5,5,26.05.2019,8.93
83936,27/5/2019,1.4,92,1.7,10,23.4,16.2,275,17,18,21,22,22,22,8,8,8,5,5,5,27.05.2019,3.91
83936,28/5/2019,14,95.5,0.5,10,19,14.8,285,16,16,17,17,18,18,10,10,7,7,7,7,28.05.2019,2.14
83936,29/5/2019,0.3,88.25,5.6, 5.66667,21,13.2,295,16,16,16,16,16,16,0,0,0,0,0,0,29.05.2019,8.39
83936,30/5/2019,0,95,0, 6.66667,15.4,14,305,15,15,15,15,15,15,7,13,20,14,7,7,30.05.2019,0.53
83936,31/5/2019,10.7,96.75,9.5,10,16.4,14.4,315,15,15,15,16,16,16,14,7,10,10,7,10,31.05.2019,1.55
83936,1/6/2019,2.2,91.75,0,10,17.6,14.2,16,15,16,16,16,17,17,7,7,7,7,7,7,01.06.2019,2.13
83936,2/6/2019,0,97.5,1.4, 9.66667,19.2,14.4,26,15,15,16,16,17,17,7,10,10,10,7,8,02.06.2019,3.42
83936,3/6/2019,0.5,90.75,3.5, 8.33333,21.2,12.4,36,13,15,17,17,17,18,8,8,8,8,8,8,03.06.2019,4.37
83936,4/6/2019,0,89.75,6.1, 4.66667,20.2,10,46,11,12,12,15,17,18,3,3,7,8,0,0,04.06.2019,8.68
83936,5/6/2019,0.1,82.25,7.7,6,22,8.4,56,12,16,17,20,21,21,2,0,0,0,0,0,05.06.2019,8.96
83936,6/6/2019,0,76,8.2, 5.66667,25,10.8,66,17,18,20,22,22,23,0,0,0,0,0,0,06.06.2019,9.17
83936,7/6/2019,0,77.5,5.2, 6.66667,26.2,14.4,76,21,22,23,25,26,26,0,0,0,0,0,0,07.06.2019,7.59
83936,8/6/2019,4.3,98.5,0,9,16.6,15.2,86,15,16,16,16,17,16,14,8,7,7,7,7,08.06.2019,1.05
83936,9/6/2019,1.1,92.5,3.2, 8.33333,22.8,15.6,96,16,16,17,18,21,22,3,3,5,8,0,5,09.06.2019,5.59
83936,10/6/2019,0,75.25,2.2,6,26.2,16.2,106,21,22,22,23,25,25,0,0,0,0,0,0,10.06.2019,4.84
83936,11/6/2019,0,84.25,5.4, 9.66667,25.6,14.2,116,17,17,20,22,23,25,8,5,5,0,0,0,11.06.2019,7.29
83936,12/6/2019,0,71,0.1,10,28,16.4,126,21,22,22,23,26,27,0,0,0,0,0,0,12.06.2019,3.83
83936,13/6/2019,0,57.5,3.8,9,29,22.8,136,26,27,27,28,28,28,0,0,0,0,0,0,13.06.2019,2.15
83936,14/6/2019,0,70.25,0.3,10,30,22.8,146,25,25,26,27,28,30,0,0,0,0,0,0,14.06.2019,5.85
83936,15/6/2019,0,62.5,3.4,9,31.2,20.8,156,26,27,27,28,30,30,0,0,0,0,0,0,15.06.2019,5.68
83936,16/6/2019,0,83.25,0.8, 9.33333,28.2,20.4,166,20,22,23,26,27,27,0,0,0,0,0,8,16.06.2019,3.03
83936,17/6/2019,0,91.25,4, 8.66667,25.6,18.4,176,17,18,18,20,23,25,3,3,7,8,0,0,17.06.2019,6.23
83936,18/6/2019,0,81.5,7.3, 4.66667,29.4,17.4,186,21,23,26,27,27,28,2,0,0,0,0,0,18.06.2019,7.02
83936,19/6/2019,5.8,70.75,8.1, 3.33333,20.4,11.4,196,13,15,17,17,20,20,0,0,0,0,0,0,19.06.2019,9.44
83936,20/6/2019,0,86.75,8.4,0,20,7.4,206,12,15,16,17,17,18,0,0,0,0,0,0,20.06.2019,9.26
83936,21/6/2019,0,90,4.2, 8.33333,20.6,8.6,216,10,11,12,15,18,20,3,3,8,5,0,0,21.06.2019,7.75
83936,22/6/2019,0,83.5,7.9, 8.33333,29,13,226,21,22,26,26,27,28,0,0,0,0,0,0,22.06.2019,7.87
83936,23/6/2019,0,70,8.9, 3.66667,28,15.6,236,22,25,26,27,27,27,0,0,0,0,0,0,23.06.2019,8.27
83936,24/6/2019,0,54,6, 6.33333,27.8,19.6,246,22,23,26,27,27,27,0,0,0,0,0,0,24.06.2019,7.45
83936,25/6/2019,0,77.75,0.9,10,26.2,10,256,25,25,26,26,22,16,1,6,9,0,8,14,25.06.2019,1.6
83936,26/6/2019,4.7,85.5,8.1, 5.66667,13,3.4,266,6,8,8,11,12,12,0,0,0,0,0,0,26.06.2019,9.22
83936,27/6/2019,0,89,4.2, 3.33333,16.8,1,276,2,5,7,8,12,15,8,8,7,7,8,5,27.06.2019,6.64
83936,28/6/2019,0,71.5,3.1, 5.33333,26.6,10.4,286,20,22,20,21,22,23,14,8,15,8,8,8,28.06.2019,3.44
83936,29/6/2019,4,54,7.7, 6.66667,30.2,25.8,296,27,28,28,28,30,30,6,6,5,5,5,5,29.06.2019,7.26
83936,30/6/2019,11.6,95,0,10,28,13.6,306,18,17,16,15,15,15,7,7,20,14,14,14,30.06.2019,0.84
